Date,Close
9/07/2019,151.09220544623457
10/07/2019,148.81243901782915
11/07/2019,142.15436923988767
12/07/2019,150.14090230697917
15/07/2019,150.18719697378774
16/07/2019,139.98044120529704
17/07/2019,147.7779134284393
18/07/2019,159.3723789974389
19/07/2019,153.88696870622545
22/07/2019,151.25453925570855
23/07/2019,143.72895382054463
24/07/2019,147.3158152243149
25/07/2019,148.09026668178592
26/07/2019,151.98732453435565
29/07/2019,154.32846853968374
30/07/2019,151.72897973614317
31/07/2019,140.8714535304668
1/08/2019,147.27529441320027
2/08/2019,157.71188738527826
5/08/2019,153.5292266463029
6/08/2019,150.0348132531604
7/08/2019,149.03894522801346
8/08/2019,144.9698486325393
9/08/2019,147.6697205055151
12/08/2019,147.0812015658488
13/08/2019,163.10740492036865
14/08/2019,161.55229694661642
15/08/2019,150.92751807438458
16/08/2019,163.05117547823454
19/08/2019,148.4609303146271
20/08/2019,163.25087100194202
21/08/2019,148.21279521205525
22/08/2019,150.93804763380285
23/08/2019,158.20166761737136
26/08/2019,158.5934897939032
27/08/2019,150.64821005866082
28/08/2019,148.58273485621498
29/08/2019,139.1730821577574
30/08/2019,152.27193121103483
3/09/2019,163.34533666513443
4/09/2019,150.88849458141308
5/09/2019,149.66431030228028
6/09/2019,147.8630232948293
9/09/2019,161.49424976505009
10/09/2019,150.21385608341558
11/09/2019,162.48343243281437
12/09/2019,151.991128095125
13/09/2019,149.7324856888069
16/09/2019,148.89114652616007
17/09/2019,153.981065280774
18/09/2019,157.2732656293694
19/09/2019,149.20012769309488
20/09/2019,147.54599795179712
23/09/2019,148.86164893321438
24/09/2019,149.94743859676157
25/09/2019,143.22965524960517
26/09/2019,151.62125045638186
27/09/2019,162.92548692645045
30/09/2019,143.8406551261893
1/10/2019,147.55984613626788
2/10/2019,141.73772033711018
3/10/2019,147.67594033441097
4/10/2019,162.9540440922454
7/10/2019,146.54671000851806
8/10/2019,143.91153112574972
9/10/2019,161.8035288176047
10/10/2019,147.66672949975498
11/10/2019,146.36929288925006
14/10/2019,160.16709742098945
15/10/2019,140.83811182393535
16/10/2019,162.81085945371814
17/10/2019,153.89123201313492
18/10/2019,148.36758497319232
21/10/2019,151.3481043021414
22/10/2019,158.81571798384672
23/10/2019,149.6610127123659
24/10/2019,161.47339725660834
25/10/2019,154.5096896657268
28/10/2019,148.50242884795347
29/10/2019,151.83791502401684
30/10/2019,149.84553004702002
31/10/2019,150.14144653019332
1/11/2019,149.24453355668044
4/11/2019,148.36479601375606
5/11/2019,156.47590665152364
6/11/2019,151.37038944128858
7/11/2019,162.7251727865067
8/11/2019,145.25042943812042
11/11/2019,150.48279138635598
12/11/2019,149.21058492544446
13/11/2019,151.1367410267887
14/11/2019,148.9140037682756
15/11/2019,144.9345470063624
18/11/2019,149.67814719723168
19/11/2019,150.30277215756144
20/11/2019,152.24441655795061
21/11/2019,148.9381105098517
22/11/2019,149.30422279667403
25/11/2019,140.56806881988436
26/11/2019,151.96324678941932
27/11/2019,146.50222624253757
29/11/2019,152.4417377072103
2/12/2019,147.56647391058095
3/12/2019,163.24597368607309
4/12/2019,142.2528388434328
5/12/2019,153.8447809207753
6/12/2019,151.12627485108945
9/12/2019,149.58815975522938
10/12/2019,147.58330319155465
11/12/2019,162.00413199290503
12/12/2019,155.5376607847034
13/12/2019,158.26169604912778
16/12/2019,150.48400081353412
17/12/2019,147.56014387542174
18/12/2019,148.65836390405764
19/12/2019,163.31338152314933
20/12/2019,147.3964691559309
23/12/2019,147.28298226229452
24/12/2019,160.8852287189269
26/12/2019,150.2505696004131
27/12/2019,163.34672799391157
30/12/2019,148.6019943143657
31/12/2019,147.5840487435774
2/01/2020,154.05014441915426
3/01/2020,159.58838340863053
6/01/2020,160.3177419858187
7/01/2020,148.70802724393047
8/01/2020,150.91411978404287
9/01/2020,152.00990408226912
10/01/2020,161.60450962788923
13/01/2020,149.51094640413845
14/01/2020,159.3476679753358
15/01/2020,149.12141787978786
16/01/2020,141.82323275975665
17/01/2020,150.99311684898763
21/01/2020,152.57221043694938
22/01/2020,163.33749963029592
23/01/2020,153.24273632208846
24/01/2020,149.0806782357847
27/01/2020,152.10932650723592
28/01/2020,147.0087574625954
29/01/2020,146.02032031717053
30/01/2020,160.81671106295502
31/01/2020,149.13487154575702
3/02/2020,147.7959296685262
4/02/2020,141.12809044928957
5/02/2020,149.49970157514278
6/02/2020,149.70511080767218
7/02/2020,146.9030035649584
10/02/2020,159.09870270485314
11/02/2020,140.806423302167
12/02/2020,147.69662562896903
13/02/2020,149.07666679539986
14/02/2020,151.59301712983583
18/02/2020,139.64170827849946
19/02/2020,142.2692572835087
20/02/2020,147.90608913164633
21/02/2020,162.8768918036328
24/02/2020,161.41001672917653
25/02/2020,151.69572131073824
26/02/2020,152.53332823353512
27/02/2020,139.95935092614337
28/02/2020,149.6638829689093
2/03/2020,151.10243324960658
3/03/2020,163.07729097572255
4/03/2020,158.71648652847512
5/03/2020,140.8945481954701
6/03/2020,155.4421883145122
9/03/2020,149.42553643360858
10/03/2020,160.96675018682058
11/03/2020,149.9811825690817
12/03/2020,148.3669894253987
13/03/2020,146.27049613056113
16/03/2020,149.74327453202346
17/03/2020,148.5300105988611
18/03/2020,151.73760492007122
19/03/2020,152.43368816572948
20/03/2020,154.2417928537921
23/03/2020,149.9166867949946
24/03/2020,140.77521915740996
25/03/2020,151.95864805010444
26/03/2020,148.77895524197953
27/03/2020,149.40131423963376
30/03/2020,162.87812831195336
31/03/2020,149.05651407633562
1/04/2020,151.04530979828394
2/04/2020,148.2617808549436
3/04/2020,145.81669102392848
6/04/2020,150.83196736782054
7/04/2020,162.58872257412594
8/04/2020,158.90711705017225
9/04/2020,150.5309855896635
13/04/2020,153.86900088075456
14/04/2020,163.2639008292641
15/04/2020,143.63849053116687
16/04/2020,142.9831763512579
17/04/2020,151.92331217315
20/04/2020,147.12235105186994
21/04/2020,151.82155268443339
22/04/2020,147.57823058182095
23/04/2020,156.77141388190782
24/04/2020,147.55938780548055
27/04/2020,149.01916816334975
28/04/2020,154.59478174004744
29/04/2020,147.60884719496184
30/04/2020,162.39424127584994
1/05/2020,159.29903220260144
4/05/2020,150.88963457843226
5/05/2020,156.19193627420543
6/05/2020,151.93657423475628
7/05/2020,161.53896313674582
8/05/2020,148.09902254552892
11/05/2020,151.6271293172946
12/05/2020,145.76848364426237
13/05/2020,149.28560851977983
14/05/2020,163.1831216248279
15/05/2020,147.62555476919468
18/05/2020,147.94400763677106
19/05/2020,162.624814089655
20/05/2020,148.67348894450777
21/05/2020,141.79638109211345
22/05/2020,161.13898527715853
26/05/2020,152.59920485099218
27/05/2020,141.60749158323648
28/05/2020,150.9162708407473
29/05/2020,151.39022603757132
